,margin,kappa,advscore
0,-0.05996728,0.5740392309626063,-0.09338602151087502
1,-0.019518018,0.022391292079305458,-0.019896604030648395
2,-0.068010956,0.1867406902964942,-0.07990043071749221
3,-0.039171636,0.08106113255913161,-0.04209814666048139
4,-0.10272205,0.46044808104617674,-0.14754628908613365
5,-0.013638228,0.010652055396051185,-0.013755553124382695
6,-0.07073367,0.39182199091653136,-0.09731710088773614
7,-0.05240184,0.2001591832495072,-0.062378264680348045
8,-0.0074954927,0.003474058352936349,-0.0075131349974640336
9,-0.009301066,0.005775484409903053,-0.009341865258366056
10,-0.0049690306,0.0014268243379186307,-0.004972427660376954
11,-0.015090883,0.012690503333980474,-0.01524791023109073
12,-0.004096031,0.0009573883224567314,-0.00409744300849223
13,-0.017511845,0.01852865547387872,-0.017789410746362772
14,-0.0024838746,0.00044584873290276494,-0.002484060456695522
15,-0.004788041,0.001510486233638031,-0.004791849414608825
16,-0.043532997,0.09154432990782002,-0.047210690724332725
17,-0.062066376,0.20880813767234352,-0.07431301223185552
18,-0.098869145,0.6282861942603662,-0.15818307416974137
19,-0.05448979,0.16584675231524637,-0.06299922985732563
20,-0.0071825385,0.003031990141711738,-0.007196565649502961
21,-0.07955408,0.32416914479942116,-0.1040339242694051
22,-0.08846909,0.5973227419724417,-0.13912824747154534
23,-0.08839589,0.603222944617408,-0.13952106061711514
24,-0.10187924,0.542348918765488,-0.1544535893033922
25,-0.10367161,0.5925255915531435,-0.16216109344411947
26,-0.048971355,0.11312485865130428,-0.054113769037221
27,-0.036682367,0.08896555620088653,-0.03972296545406628
28,-0.02853781,0.04338535317163683,-0.02965052808205104
29,-0.080776334,0.40430218827318565,-0.11195735438156668
30,-0.060516357,0.19114708296925242,-0.07141935950837462
31,-0.0047721863,0.0013632972608506044,-0.0047752874519462925
32,-0.08030149,0.23595640827263464,-0.09807596683768427
33,-0.0180884,0.020746642388457803,-0.018413422634411654
34,-0.024220407,0.03924730486889416,-0.025078855222616693
35,-0.027480394,0.04143546607107751,-0.028503240812469775
36,-0.036779493,0.0673059731759248,-0.03904082682215379
37,-0.026746929,0.037723314540193065,-0.027645883055927835
38,-0.08969194,0.4261408911122777,-0.126068555217311
39,-0.012481898,0.009078106304116096,-0.012571835162178005
40,-0.08259085,0.2531824398280348,-0.10222812635002675
41,-0.10194206,0.4190972680083159,-0.142343021840958
