,margin,kappa,advscore
0,0.19547197,0.9821483330175221,0.34541704879782753
1,0.09513547,0.9810356937528584,0.16755646497131582
2,0.1574585,0.9763129769678915,0.2776060315721877
3,0.1923092,0.935944126913268,0.35723254370165486
4,0.29307386,0.9831210511202146,0.536562655626222
5,0.10698727,0.979765159449512,0.1882384367517723
6,0.11988418,0.9839419538333785,0.20991433118779193
7,0.29256752,0.9818423678653094,0.552826901611622
8,0.27551153,0.9800557576947747,0.5015409030099519
9,0.14088225,0.921256820256624,0.263569397376347
10,0.313911,0.9850801834990789,0.5831955470027995
11,0.1344698,0.8644803132686343,0.24208070216814997
12,0.122901134,0.9613425791945889,0.21756590219615604
13,0.23624137,0.9657557833058785,0.42701587860576345
14,0.2638008,0.9706834131457547,0.4927807475140008
15,0.24134319,0.9694684503840696,0.4361678064405062
16,0.134848,0.9709722080720352,0.23799230998914203
17,0.13038082,0.9820258174179244,0.22865452948431383
18,0.105831265,0.9020331476432992,0.1867706265938975
19,0.23881543,0.9607055346631834,0.434429938671338
20,0.10920577,0.8756178801603873,0.19122133011306777
21,0.11019844,0.8496235653069912,0.19839798693874028
22,0.119285926,0.9376059480429791,0.21142811008132673
23,0.078219585,0.8684934961388218,0.13759883655960503
24,0.27393332,0.9804455552328659,0.4979151308612845
25,0.19391596,0.9284807472374755,0.3567741680652592
26,0.21489221,0.9651469941351536,0.3850153443525337
27,0.16400099,0.8837401692784596,0.29377735885290585
28,0.18414664,0.9097084673463387,0.331122840705078
29,0.19386531,0.9838908529750368,0.34198871746654524
30,0.20617047,0.9843494759667357,0.36449358393117526
31,0.20824954,0.9410929594952835,0.3755853342080638
32,0.17653227,0.9261115547809684,0.32732105791248217
33,0.084026575,0.8235161276005225,0.1501452196680481
34,0.24378493,0.9605106291057486,0.45206466738540024
35,0.24018347,0.9633336280629986,0.4499565381151595
36,0.18697095,0.9435525142944987,0.350772867765287
37,0.11816859,0.9862269659347574,0.2064001123495399
38,0.21528529,0.9810734698096762,0.3824666603801934
39,0.054049432,0.6157272317854023,0.0857878116614249
40,0.22097526,0.9729271940511158,0.39524059463636246
41,0.19980821,0.9342578138604788,0.3593514388535585
42,0.15656409,0.9446847092069325,0.2777397849154891
43,0.12747723,0.982434115863989,0.22348511092411982
44,0.14424208,0.8682333747868209,0.25270368863228426
45,0.2777673,0.9747007146920503,0.5149266563891676
46,0.12210312,0.979558932528695,0.21458037529132135
47,0.117951095,0.8707844301076888,0.20610609326666635
48,0.13603741,0.8903424717350268,0.24935297343306403
49,0.13445419,0.9154669711974329,0.25098607051913147
50,0.19359188,0.9531382938914921,0.34575172688917294
51,0.1313203,0.9704154817845541,0.2318189646776229
52,0.1308368,0.9574686012056416,0.23166613779147555
53,0.21591288,0.9563838744414339,0.4057450160013019
54,0.15823805,0.9334254997619226,0.29719447755347106
55,0.1973576,0.949417753500007,0.37090502925120705
56,0.1644265,0.9089240620712296,0.3020216308283829
57,0.20214015,0.9388494862184508,0.37457142915461866
58,0.13719946,0.8530803640989911,0.24448712952457533
59,0.045802295,0.6484574562878813,0.07446475194546183
60,0.15232658,0.9747592790461117,0.26862816183111754
61,0.117618516,0.924416290180021,0.20819701415045513
62,0.19066423,0.9170026222321128,0.34423298232131444
63,0.1981098,0.9376030644552138,0.35552691215186305
64,0.27679104,0.9853447217407539,0.5002551908010359
65,0.1802867,0.9522736834887664,0.3209927561779811
66,0.22395109,0.9608949567071522,0.4035009921075091
67,0.1611038,0.9336104250229383,0.2859206697636303
